molecule (Canonical/Isomeric SMILES),bacteria,MIC (µmol mL−1),MIC (µg mL−1),doi,id,type,group,group_name,Unnamed: 9,Molecular weight,MIC,log MIC,S. aureus,E. coli,Unnamed: 15,SAScore,MolWt,TPSA,HBD,HBA,RotatableBonds,LogP,QED Score
N=1C=2C=CC=CC2NC1C=3C=CC=4OCOC4C3,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,1t,hybrid,,,,238.246,1074.519614180301,3.031214347470576,+,-,,8.682179584131935,238.246,47.14,1.0,3.0,1.0,2.958600000000001,0.7085843829275753
N1=CC=CC(=C1)C2=NC=3C=CC=CC3N2,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,1v,hybrid,,,,195.225,1311.3074657446534,3.117704533810913,+,-,,8.641073441804128,195.225,41.57,1.0,2.0,1.0,2.6249,0.6480917393206026
N=1C=CC(=CC1)C2=NC=3C=CC=CC3N2,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,1w,hybrid,,,,195.225,1311.3074657446534,3.117704533810913,+,-,,8.641073441804128,195.225,41.57,1.0,2.0,1.0,2.6249,0.6480917393206026
ClC=1C=CC=CC1C2=NC3=CC=C(C=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,2a,hybrid,,,,242.709,1054.7610513001166,3.023154084415156,+,-,,8.668447152673828,242.709,28.68,1.0,1.0,1.0,4.191720000000002,0.6810258966614812
ClC=1C=CC(=CC1)C2=NC3=CC(=CC=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,512.0,10.1039/d2ra06667j,2b,hybrid,,,,242.709,2109.522102600233,3.324184080079137,+,-,,8.668447152673828,242.709,28.68,1.0,1.0,1.0,4.191720000000002,0.6810258966614812
ClC=1C=CC(=C(Cl)C1)C2=NC3=CC(=CC=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,128.0,10.1039/d2ra06667j,2c,hybrid,,,,277.154,461.8371013948924,2.6644888187583864,+,-,,8.682179584131935,277.154,28.68,1.0,1.0,1.0,4.845120000000002,0.676644662589491
ClC=1C=CC(=CC1Cl)C2=NC3=CC(=CC=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,32.0,10.1039/d2ra06667j,2d,hybrid,,,,277.154,115.4592753487231,2.062428827430424,+,-,,8.682179584131935,277.154,28.68,1.0,1.0,1.0,4.845120000000001,0.6766446625894911
FC1=CC=CC(Cl)=C1C2=NC3=CC=C(C=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,64.0,10.1039/d2ra06667j,2e,hybrid,,,,260.699,245.4938453925792,2.390040608697088,+,-,,8.682179584131935,260.699,28.68,1.0,1.0,1.0,4.330820000000002,0.6930661466035895
N=1C2=CC=C(C=C2NC1C=3C=CC(OC)=C(OC)C3)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,2f,hybrid,,,,268.316,954.0988983139284,2.9795933943748105,+,-,,8.70966029095846,268.316,47.14,1.0,3.0,3.0,3.5555200000000022,0.7897593814637438
N=1C2=CC(=CC=C2NC1C=3C=CC(OCC)=CC3)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,2g,hybrid,,,,252.317,1014.596717621088,3.006293452973151,+,-,,8.695921646084624,252.317,37.91,1.0,2.0,3.0,3.937020000000002,0.7663764822664478
OC=1C=CC(=CC1OCC)C2=NC3=CC(=CC=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,64.0,10.1039/d2ra06667j,2h,hybrid,,,,268.31600000000003,238.52472457848205,2.377533403046848,+,-,,8.70966029095846,268.31600000000003,58.14,2.0,3.0,3.0,3.6426200000000017,0.7620419526754069
FC=1C=CC(=CC1)C2=NC3=CC(=CC=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,128.0,10.1039/d2ra06667j,2i,hybrid,,,,226.254,565.7358543937344,2.752613703704013,+,-,,8.668447152673828,226.254,28.68,1.0,1.0,1.0,3.6774200000000015,0.6733217226209243
OC=1C=CC=CC1C2=NC3=CC=C(C=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,2j,hybrid,,,,224.263,1141.516879734954,3.0574823378337403,+,-,,8.668447152673828,224.263,48.91,2.0,2.0,1.0,3.243920000000002,0.6662278507297481
BrC=1C=CC(O)=C(C1)C2=NC3=CC(=CC=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,128.0,10.1039/d2ra06667j,2k,hybrid,,,,303.159,422.22068287598256,2.625539503815073,+,-,,8.682179584131935,303.159,48.91,2.0,2.0,1.0,4.006420000000002,0.7134308637063269
OC1=CC=CC(=C1)C2=NC3=CC(=CC=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,64.0,10.1039/d2ra06667j,2l,hybrid,,,,224.263,285.3792199337385,2.4554223465057783,+,-,,8.668447152673828,224.263,48.91,2.0,2.0,1.0,3.243920000000001,0.6662278507297481
OC=1C=C(C=CC1OC)C2=NC3=CC=C(C=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,128.0,10.1039/d2ra06667j,2m,hybrid,,,,254.289,503.3642823716323,2.701882395719214,+,-,,8.695921646084624,254.289,58.14,2.0,3.0,2.0,3.2525200000000005,0.7376372879275644
N=1C2=CC=C(C=C2NC1C=3C=CC=C(OC)C3)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,2n,hybrid,,,,238.29,1074.3212052541023,3.031134148042796,+,-,,8.682179584131935,238.29,37.91,1.0,2.0,2.0,3.546920000000002,0.7410413120126714
N=1C2=CC=C(C=C2NC1C=3C=CC(SC)=CC3)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,32.0,10.1039/d2ra06667j,2o,hybrid,,,,254.358,125.80693353462443,2.099704576823469,+,-,,8.682179584131935,254.358,28.68,1.0,2.0,2.0,4.260220000000002,0.6921268468740146
O=N(=O)C1=CC=CC(=C1)C2=NC3=CC=C(C=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,64.0,10.1039/d2ra06667j,2p,hybrid,,,,253.261,252.7037325130992,2.402611656632504,+,-,,8.695921646084624,253.261,71.82,1.0,3.0,2.0,3.4465200000000014,0.5612535391324763
O=N(=O)C=1C=CC(=CC1)C2=NC3=CC(=CC=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,2q,hybrid,,,,253.261,1010.8149300523966,3.004671647960466,+,-,,8.695921646084624,253.261,71.82,1.0,3.0,2.0,3.4465200000000014,0.5612535391324763
N=1C2=CC(=CC=C2NC1C=3C=CC(=CC3)N(C)C)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,128.0,10.1039/d2ra06667j,2r,hybrid,,,,251.333,509.2844950722747,2.7069604544855155,+,-,,8.695921646084624,251.333,31.92,1.0,2.0,2.0,3.604320000000002,0.7542529855089163
N=1C2=CC(=CC=C2NC1C=3C=4C=CC=CC4C=C5C=CC=CC53)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,128.0,10.1039/d2ra06667j,2s,hybrid,,,,308.38400000000007,415.0669295423886,2.6181181323440743,+,-,,8.764373377666843,308.38400000000007,28.68,1.0,1.0,1.0,5.844720000000003,0.38685542935344197
N=1C2=CC(=CC=C2NC1C=3C=CC=4OCOC4C3)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,512.0,10.1039/d2ra06667j,2t,hybrid,,,,252.273,2029.5473554443008,3.3073991891680667,+,-,,8.695921646084624,252.273,47.14,1.0,3.0,1.0,3.2670200000000005,0.722672041734285
N=1C=2C=C(C=CC2NC1C=3OC=CC3)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,512.0,10.1039/d2ra06667j,2u,hybrid,,,,198.225,2582.923445579518,3.4121115344524204,+,-,,8.641073441804128,198.225,41.82,1.0,2.0,1.0,3.1313200000000005,0.6522482935943499
N1=CC=CC(=C1)C2=NC3=CC(=CC=C3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,128.0,10.1039/d2ra06667j,2v,hybrid,,,,209.252,611.7026360560473,2.786540352039618,+,-,,8.654739344113988,209.252,41.57,1.0,2.0,1.0,2.933320000000001,0.6690880364610478
N=1C=CC(=CC1)C2=NC=3C=C(C=CC3N2)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,128.0,10.1039/d2ra06667j,2w,hybrid,,,,209.252,611.7026360560473,2.786540352039618,+,-,,8.654739344113988,209.252,41.57,1.0,2.0,1.0,2.933320000000001,0.6690880364610478
ClC=1C=CC(=CC1)C2=NC=3C=CC=CC3N2CC=C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,128.0,10.1039/d2ra06667j,3a,hybrid,,,,268.747,476.28438643036014,2.677866344689668,+,-,,8.695921646084624,268.747,17.82,0.0,2.0,3.0,4.542700000000003,0.6377091266145879
ClC=1C=CC(=CC1Cl)C2=NC=3C=CC=CC3N2CC=C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,64.0,10.1039/d2ra06667j,3b,hybrid,,,,303.19200000000006,211.08736378268551,2.3244622361323537,+,-,,8.70966029095846,303.19200000000006,17.82,0.0,2.0,3.0,5.196100000000002,0.6083240008740964
N=1C=2C=CC=CC2N(C1C=3C=CC(OC)=C(OC)C3)CC=C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,128.0,10.1039/d2ra06667j,3c,hybrid,,,,294.35400000000004,434.8505540947294,2.638340027797203,+,-,,8.737083225146723,294.35400000000004,36.28,0.0,4.0,5.0,3.906500000000003,0.669430616879837
O=N(=O)C=1C=CC(=CC1)C2=NC=3C=CC=CC3N2CC=C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,64.0,10.1039/d2ra06667j,3d,hybrid,,,,279.29900000000004,229.1451097211232,2.3601105932247344,+,-,,8.723384134642414,279.29900000000004,60.96,0.0,4.0,4.0,3.797500000000002,0.41437911916217873
ClC=1C=CC(=CC1)C2=NC=3C=CC=CC3N2CC=4C=CC=CC4,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,3e,hybrid,,,,318.807,802.9936607414519,2.904712116740855,+,-,,8.750748850479063,318.807,17.82,0.0,2.0,3.0,5.405000000000004,0.4939316579450376
ClC=1C=CC(=CC1Cl)C2=NC=3C=CC=CC3N2CC=4C=CC=CC4,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,16.0,10.1039/d2ra06667j,3f,hybrid,,,,353.25200000000007,45.29344490618594,1.6560353532917191,+,-,,8.764373377666843,353.25200000000007,17.82,0.0,2.0,3.0,6.058400000000003,0.4378019155424907
N=1C=2C=CC=CC2N(C1C=3C=CC(OC)=C(OC)C3)CC=4C=CC=CC4,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,8.0,10.1039/d2ra06667j,3g,hybrid,,,,344.41400000000004,23.22785949467791,1.366009190321911,+,-,,8.791473205437047,344.41400000000004,36.28,0.0,4.0,5.0,4.768800000000003,0.5231789437265173
N=1C=2C=CC=CC2N(C1C=3C=CC(OCC)=CC3)CC=4C=CC=CC4,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,64.0,10.1039/d2ra06667j,3h,hybrid,,,,328.415,194.8753863252288,2.2897569891526324,+,-,,8.77795011680664,328.415,27.05,0.0,3.0,5.0,5.150300000000004,0.5064005359919099
N=1C=2C=CC=CC2N(C1C=3C=CC=C(OC)C3)CC=4C=CC=CC4,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,3j,hybrid,,,,314.388,814.2804432739164,2.910774004386089,+,-,,8.764373377666843,314.388,27.05,0.0,3.0,4.0,4.760200000000004,0.5428243039888049
O=N(=O)C=1C=CC(=CC1)C2=NC=3C=CC=CC3N2CC=4C=CC=CC4,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,4.0,10.1039/d2ra06667j,3k,hybrid,,,,329.35900000000004,12.144802479968666,1.084390455941706,+,-,,8.77795011680664,329.35900000000004,60.96,0.0,4.0,4.0,4.659800000000003,0.40396004934525265
ClC=1C=CC(=CC1)C2=NC=3C=CC=CC3N2CC=4C=CC=CC4Cl,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,16.0,10.1039/d2ra06667j,3l,hybrid,,,,353.25199999999995,45.29344490618596,1.6560353532917194,+,-,,8.764373377666843,353.25199999999995,17.82,0.0,2.0,3.0,6.058400000000004,0.4378019155424906
ClC=1C=CC(=CC1)C2=NC3=CC=C(C=C3N2CC=C)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,32.0,10.1039/d2ra06667j,4a,hybrid,,,,282.774,113.16457665839152,2.0537105030947123,+,-,,8.70966029095846,282.774,17.82,0.0,2.0,3.0,4.851120000000003,0.6279240536393792
O=N(=O)C=1C=CC(=CC1)C2=NC3=CC=C(C=C3N2CC=C)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,64.0,10.1039/d2ra06667j,4b,hybrid,,,,293.326,218.1872728636397,2.338829414051148,+,-,,8.737083225146723,293.326,60.96,0.0,4.0,4.0,4.105920000000003,0.4130112087581356
ClC=1C=CC(=CC1)C2=NC3=CC=C(C=C3N2CC=4C=CC=CC4)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,8.0,10.1039/d2ra06667j,4c,hybrid,,,,332.834,24.036005936893464,1.3808623026119513,+,-,,8.764373377666843,332.834,17.82,0.0,2.0,3.0,5.713420000000005,0.46932278254721804
ClC=1C=CC(=CC1Cl)C2=NC3=CC=C(C=C3N2CC=4C=CC=CC4)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,32.0,10.1039/d2ra06667j,4d,hybrid,,,,367.2790000000001,87.12722480729906,1.9401538810251115,+,-,,8.77795011680664,367.2790000000001,17.82,0.0,2.0,3.0,6.366820000000004,0.4115538760057152
FC=1C=CC(=CC1)C2=NC3=CC=C(C=C3N2CC=4C=CC=CC4)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,64.0,10.1039/d2ra06667j,4e,hybrid,,,,316.379,202.2890267685276,2.3059723249698614,+,-,,8.764373377666843,316.379,17.82,0.0,2.0,3.0,5.199120000000004,0.5078221649817188
N=1C2=CC=C(C=C2N(C1C=3C=CC(SC)=CC3)CC=4C=CC=CC4)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,256.0,10.1039/d2ra06667j,4f,hybrid,,,,344.48300000000006,743.1426224225868,2.871072170674482,+,-,,8.77795011680664,344.48300000000006,17.82,0.0,3.0,4.0,5.781920000000005,0.4365992638251306
O=N(=O)C=1C=CC(=CC1)C2=NC3=CC=C(C=C3N2CC=4C=CC=CC4)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,16.0,10.1039/d2ra06667j,4g,hybrid,,,,343.386,46.59479419661837,1.6683373978493428,+,-,,8.791473205437047,343.386,60.96,0.0,4.0,4.0,4.968220000000004,0.38818656534819007
ClC=1C=CC(=CC1)C2=NC3=CC=C(C=C3N2CC=4C=CC=CC4Cl)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,64.0,10.1039/d2ra06667j,4h,hybrid,,,,367.27900000000005,174.25444961459812,2.241183876689093,+,-,,8.77795011680664,367.27900000000005,17.82,0.0,2.0,3.0,6.366820000000005,0.4115538760057152
ClC=1C=CC(=CC1)C2=NC3=CC=C(C=C3N2CC=4C=CC=CC4Cl)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,64.0,10.1039/d2ra06667j,4i,hybrid,,,,367.27900000000005,174.25444961459812,2.241183876689093,+,-,,8.77795011680664,367.27900000000005,17.82,0.0,2.0,3.0,6.366820000000005,0.4115538760057152
O=N(=O)C=1C=CC(=CC1)C2=NC3=CC=C(C=C3N2CC4=CC=C(Cl)C=C4)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,8.0,10.1039/d2ra06667j,4j,hybrid,,,,377.8310000000001,21.17348761747977,1.3257923992700318,+,-,,8.804937509573431,377.8310000000001,60.96,0.0,4.0,4.0,5.621620000000004,0.3421781905570337
N=1C=2C=CC(=CC2N(C1C=3OC=CC3)CC=4C=CC=CC4)C,"MRSA, Methicillin-resistant strains of Staphylococcus aureus ATCC 43300",,128.0,10.1039/d2ra06667j,4k,hybrid,,,,288.35,443.9049765909485,2.6472900139009523,+,-,,8.737083225146723,288.35,30.96,0.0,3.0,3.0,4.653020000000003,0.5490228999917312
ClC=1C=CC=CC1C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,64.0,10.1039/d2ra06667j,1a,hybrid,,,,228.682,279.8646154922556,2.4469479921857245,+,-,,8.654739344113988,228.682,28.68,1.0,1.0,1.0,3.883300000000002,0.6727924866518886
ClC=1C=CC(=CC1)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,64.0,10.1039/d2ra06667j,1b,hybrid,,,,228.682,279.8646154922556,2.4469479921857245,+,-,,8.654739344113988,228.682,28.68,1.0,1.0,1.0,3.883300000000002,0.6727924866518886
ClC=1C=CC(=C(Cl)C1)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,128.0,10.1039/d2ra06667j,1c,hybrid,,,,263.12699999999995,486.4571100647217,2.6870445554299764,+,-,,8.668447152673828,263.12699999999995,28.68,1.0,1.0,1.0,4.536700000000002,0.6857015186288568
ClC=1C=CC(=CC1Cl)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,32.0,10.1039/d2ra06667j,1d,hybrid,,,,263.12699999999995,121.61427751618042,2.0849845641020144,+,-,,8.668447152673828,263.12699999999995,28.68,1.0,1.0,1.0,4.5367000000000015,0.6857015186288568
FC1=CC=CC(Cl)=C1C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,64.0,10.1039/d2ra06667j,1e,hybrid,,,,246.67200000000005,259.4538496464941,2.414060118923127,+,-,,8.668447152673828,246.67200000000005,28.68,1.0,1.0,1.0,4.022400000000002,0.6901972000711016
N=1C=2C=CC=CC2NC1C=3C=CC(OC)=C(OC)C3,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,128.0,10.1039/d2ra06667j,1f,hybrid,,,,254.289,503.3642823716323,2.701882395719214,+,-,,8.695921646084624,254.289,47.14,1.0,3.0,3.0,3.247100000000001,0.7800749375153389
N=1C=2C=CC=CC2NC1C=3C=CC(OCC)=CC3,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,256.0,10.1039/d2ra06667j,1g,hybrid,,,,238.29,1074.3212052541023,3.031134148042796,+,-,,8.682179584131935,238.29,37.91,1.0,2.0,3.0,3.6286000000000014,0.7562374304847791
OC=1C=C(C=CC1OC)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,128.0,10.1039/d2ra06667j,1h,hybrid,,,,240.262,532.7517460106051,2.726524881720878,+,-,,8.682179584131935,240.262,58.14,2.0,3.0,2.0,2.9441000000000006,0.72363662735915
FC=1C=CC(=CC1)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,256.0,10.1039/d2ra06667j,1i,hybrid,,,,212.22700000000003,1206.255565974169,3.081439330303178,+,-,,8.654739344113988,212.22700000000003,28.68,1.0,1.0,1.0,3.369000000000001,0.6578214754098403
OC=1C=CC=CC1C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,256.0,10.1039/d2ra06667j,1j,hybrid,,,,210.236,1217.6791795886525,3.085532880343376,+,-,,8.654739344113988,210.236,48.91,2.0,2.0,1.0,2.935500000000001,0.6483532756419875
BrC=1C=CC(O)=C(C1)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,64.0,10.1039/d2ra06667j,1k,hybrid,,,,289.132,221.35218516110288,2.345083813636867,+,-,,8.668447152673828,289.132,48.91,2.0,2.0,1.0,3.698000000000001,0.7173080742643081
OC1=CC=CC(=C1)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,64.0,10.1039/d2ra06667j,1l,hybrid,,,,210.236,304.4197948971631,2.4834728890154136,+,-,,8.654739344113988,210.236,48.91,2.0,2.0,1.0,2.9355,0.6483532756419875
OC=1C=C(C=CC1OC)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,128.0,10.1039/d2ra06667j,1m,hybrid,,,,240.262,532.7517460106051,2.726524881720878,+,-,,8.682179584131935,240.262,58.14,2.0,3.0,2.0,2.9441000000000006,0.72363662735915
N=1C=2C=CC=CC2NC1C=3C=CC=C(OC)C3,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,256.0,10.1039/d2ra06667j,1n,hybrid,,,,224.263,1141.516879734954,3.0574823378337403,+,-,,8.668447152673828,224.263,37.91,1.0,2.0,2.0,3.238500000000001,0.7252351078266526
N=1C=2C=CC=CC2NC1C=3C=CC(SC)=CC3,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,16.0,10.1039/d2ra06667j,1o,hybrid,,,,240.331,66.57484885428845,1.823310189127907,+,-,,8.668447152673828,240.331,28.68,1.0,2.0,2.0,3.951800000000002,0.6869475617038043
O=N(=O)C1=CC=CC(=C1)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,64.0,10.1039/d2ra06667j,1p,hybrid,,,,239.234,267.5205029385455,2.427357072233316,+,-,,8.682179584131935,239.234,71.82,1.0,3.0,2.0,3.138100000000001,0.551178530784507
O=N(=O)C=1C=CC(=CC1)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,128.0,10.1039/d2ra06667j,1q,hybrid,,,,239.234,535.041005877091,2.728387067897297,+,-,,8.682179584131935,239.234,71.82,1.0,3.0,2.0,3.138100000000001,0.551178530784507
N=1C=2C=CC=CC2NC1C=3C=CC(=CC3)N(C)C,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,64.0,10.1039/d2ra06667j,1r,hybrid,,,,237.306,269.6939816102416,2.4308712550082285,+,-,,8.682179584131935,237.306,31.92,1.0,2.0,2.0,3.2959000000000023,0.7412712671837838
N=1C=2C=CC=CC2NC1C=3C=4C=CC=CC4C=C5C=CC=CC53,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,32.0,10.1039/d2ra06667j,1s,hybrid,,,,294.357,108.71153055643316,2.0362756102450126,+,-,,8.750748850479063,294.357,28.68,1.0,1.0,1.0,5.536300000000003,0.40413512579886
N=1C=2C=CC=CC2NC1C=3C=CC=4OCOC4C3,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,128.0,10.1039/d2ra06667j,1t,hybrid,,,,238.246,537.2598070901505,2.730184351806594,+,-,,8.682179584131935,238.246,47.14,1.0,3.0,1.0,2.958600000000001,0.7085843829275753
N1=CC=CC(=C1)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,128.0,10.1039/d2ra06667j,1v,hybrid,,,,195.225,655.6537328723267,2.8166745381469327,+,-,,8.641073441804128,195.225,41.57,1.0,2.0,1.0,2.6249,0.6480917393206026
N=1C=CC(=CC1)C2=NC=3C=CC=CC3N2,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,128.0,10.1039/d2ra06667j,1w,hybrid,,,,195.225,655.6537328723267,2.8166745381469327,+,-,,8.641073441804128,195.225,41.57,1.0,2.0,1.0,2.6249,0.6480917393206026
ClC=1C=CC=CC1C2=NC3=CC=C(C=C3N2)C,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,64.0,10.1039/d2ra06667j,2a,hybrid,,,,242.709,263.69026282502915,2.421094093087193,+,-,,8.668447152673828,242.709,28.68,1.0,1.0,1.0,4.191720000000002,0.6810258966614812
ClC=1C=CC(=CC1)C2=NC3=CC(=CC=C3N2)C,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,256.0,10.1039/d2ra06667j,2b,hybrid,,,,242.709,1054.7610513001166,3.023154084415156,+,-,,8.668447152673828,242.709,28.68,1.0,1.0,1.0,4.191720000000002,0.6810258966614812
ClC=1C=CC(=C(Cl)C1)C2=NC3=CC(=CC=C3N2)C,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,64.0,10.1039/d2ra06667j,2c,hybrid,,,,277.154,230.9185506974462,2.363458823094405,+,-,,8.682179584131935,277.154,28.68,1.0,1.0,1.0,4.845120000000002,0.676644662589491
ClC=1C=CC(=CC1Cl)C2=NC3=CC(=CC=C3N2)C,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,16.0,10.1039/d2ra06667j,2d,hybrid,,,,277.154,57.72963767436155,1.7613988317664426,+,-,,8.682179584131935,277.154,28.68,1.0,1.0,1.0,4.845120000000001,0.6766446625894911
FC1=CC=CC(Cl)=C1C2=NC3=CC=C(C=C3N2)C,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,64.0,10.1039/d2ra06667j,2e,hybrid,,,,260.699,245.4938453925792,2.390040608697088,+,-,,8.682179584131935,260.699,28.68,1.0,1.0,1.0,4.330820000000002,0.6930661466035895
N=1C2=CC=C(C=C2NC1C=3C=CC(OC)=C(OC)C3)C,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,128.0,10.1039/d2ra06667j,2f,hybrid,,,,268.316,477.0494491569642,2.6785633987108293,+,-,,8.70966029095846,268.316,47.14,1.0,3.0,3.0,3.5555200000000022,0.7897593814637438
N=1C2=CC(=CC=C2NC1C=3C=CC(OCC)=CC3)C,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,128.0,10.1039/d2ra06667j,2g,hybrid,,,,252.317,507.298358810544,2.7052634573091696,+,-,,8.695921646084624,252.317,37.91,1.0,2.0,3.0,3.937020000000002,0.7663764822664478
OC=1C=CC(=CC1OCC)C2=NC3=CC(=CC=C3N2)C,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",,32.0,10.1039/d2ra06667j,2h,hybrid,,,,268.31600000000003,119.26236228924104,2.0765034073828668,+,-,,8.70966029095846,268.31600000000003,58.14,2.0,3.0,3.0,3.6426200000000017,0.7620419526754069
